Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
-1.14,0.46,1.57,2.38,0.59,-0.53,-4.63,-6.21,-1.59,-4.18,11.13,3.27,2.98,1.0,4.36,-0.59,0.69,-3.53,-0.99,-1.2,-7.41
-2.05,0.03,2.29,-0.33,2.27,-1.78,-1.27,-4.86,2.08,-1.1,15.18,1.45,5.02,-0.85,6.76,-3.03,3.62,-5.52,-1.77,-0.14,-3.81
-3.13,-4.15,3.68,-1.85,3.07,-2.82,2.3,-1.98,8.98,7.14,16.53,0.04,5.35,-4.03,7.74,-1.64,7.56,-2.74,-2.95,2.09,0.97
-4.34,-7.72,3.99,-3.0,4.55,-3.57,6.24,1.95,14.78,13.49,16.19,-0.8,5.29,-7.04,10.83,-0.95,9.96,0.98,-4.11,3.19,5.51
-7.88,-11.99,1.67,-5.54,3.38,-3.17,8.35,3.94,16.42,16.52,12.61,1.36,2.34,-11.27,8.73,-1.44,9.2,2.33,-6.92,2.19,7.71
-8.32,-15.39,-0.55,-6.04,1.95,-2.36,8.08,5.82,16.86,18.47,3.84,1.79,-2.25,-11.04,1.48,0.89,6.72,3.9,-7.97,1.65,8.8
-9.99,-14.95,-2.02,-6.26,3.63,-2.7,10.46,6.45,18.4,20.07,4.52,5.56,-2.8,-11.99,1.11,-5.45,7.02,3.06,-8.67,1.21,9.7
-11.84,-16.01,-3.49,-5.12,1.05,-1.98,6.19,5.17,15.72,16.25,2.3,5.99,-4.96,-10.0,-1.64,-0.23,3.49,2.92,-10.29,-0.2,7.62
-11.14,-13.58,-2.56,-1.78,0.64,0.18,4.12,6.17,13.21,15.09,2.01,7.15,-4.41,-6.29,-1.78,-1.0,3.02,3.99,-10.01,1.72,7.08
-12.22,-16.63,-2.22,-2.75,-0.06,-0.16,1.57,4.53,8.45,11.36,5.02,8.9,-5.05,-8.03,-1.01,-0.46,2.07,4.66,-9.6,2.46,4.61
-10.26,-13.77,-0.86,-1.67,-0.14,0.24,0.18,1.99,3.48,4.67,5.74,8.96,-3.64,-6.74,0.83,0.39,1.26,2.25,-9.15,1.66,1.05
-9.34,-14.56,-1.46,-2.24,0.44,-0.9,1.01,-1.85,2.34,1.01,8.4,10.91,-3.21,-7.37,0.83,-0.9,2.96,-1.38,-7.18,0.83,0.4
-11.43,-16.37,-0.55,-3.38,1.1,-1.2,2.14,-2.6,1.61,-0.79,8.57,6.29,-1.52,-9.14,2.48,-0.55,4.3,-3.81,-9.68,-0.05,-0.6
-8.83,-13.02,0.8,-1.82,1.36,-0.83,0.64,-3.11,2.34,1.02,12.05,6.58,-0.12,-6.38,5.23,-1.48,4.74,-2.71,-7.08,-0.41,-1.01
-10.23,-13.53,1.79,-1.43,1.52,-1.27,1.13,-1.26,5.51,6.38,13.76,8.31,-0.02,-6.03,4.85,0.7,5.82,-0.92,-8.14,0.3,0.46
-5.65,-10.34,4.72,-1.09,2.66,-2.89,0.16,-3.22,4.48,7.24,16.02,9.65,4.18,-3.67,7.22,-0.67,5.66,-0.35,-4.38,1.27,-0.26
-5.62,-9.54,6.4,-1.1,4.27,-3.92,0.39,-3.94,3.32,6.3,15.56,11.77,6.59,-3.37,11.8,-0.63,5.48,0.57,-4.34,2.01,-1.6
-5.01,-11.41,4.17,-1.57,3.71,-5.0,-0.26,-5.08,2.48,3.5,15.62,9.37,5.28,-5.71,10.08,-0.66,3.7,-2.82,-3.78,-0.48,-2.13
-8.48,-15.64,3.11,-3.46,3.92,-3.51,2.99,-1.63,4.97,5.5,15.81,8.09,3.41,-7.58,11.24,-0.11,5.63,-1.86,-7.57,-0.86,-0.46
-8.15,-15.66,1.48,-2.92,3.04,-2.58,3.88,-0.27,4.76,4.7,12.61,9.66,2.45,-8.53,6.1,-0.25,5.16,-1.28,-7.19,-0.8,0.41
-10.59,-15.07,0.06,-4.58,1.92,-2.03,5.56,2.44,7.72,7.06,13.62,5.83,0.94,-9.38,1.32,-2.0,5.64,0.34,-9.02,-0.39,2.54
-5.0,-12.01,3.51,-3.09,5.16,-3.8,8.86,3.57,10.27,10.0,18.07,11.08,3.39,-8.82,5.2,-4.64,9.86,2.43,-3.44,1.33,5.59
-6.79,-11.35,2.34,-1.74,5.32,-4.13,9.47,1.97,10.71,9.55,15.64,6.92,2.81,-7.74,5.41,-2.93,9.54,0.09,-5.52,1.58,4.5
-7.82,-14.19,3.07,-4.02,5.65,-6.17,7.51,0.16,10.01,9.06,12.82,2.76,2.26,-11.41,8.34,-7.51,8.13,-2.37,-5.75,0.77,2.98
-7.0,-13.73,3.55,-2.8,5.16,-3.87,7.2,1.3,10.88,10.35,11.08,3.25,0.54,-9.75,6.21,-5.43,7.04,-2.71,-6.11,2.5,4.49
-8.09,-16.33,1.65,-2.23,2.01,-2.3,4.84,3.17,11.2,10.58,11.66,2.82,-0.55,-10.16,3.04,-4.6,5.46,-1.67,-5.31,2.32,4.79
-9.73,-16.34,-0.37,-2.96,0.11,-1.14,3.33,4.99,11.03,12.74,10.92,4.81,-2.39,-10.37,-0.23,-2.74,4.74,1.73,-7.81,2.28,4.89
-6.67,-15.08,-0.16,-2.6,0.47,-0.45,3.84,6.86,12.22,14.31,16.59,6.78,-1.01,-8.26,2.17,-4.44,5.73,2.53,-4.68,1.57,6.02
-9.81,-14.06,-0.0,-1.14,0.85,-0.79,5.11,6.47,13.16,15.89,16.34,9.18,-0.33,-7.03,2.13,-2.6,6.12,2.85,-7.86,1.37,5.06
-8.27,-17.72,0.46,-2.33,2.51,-1.29,4.55,4.76,10.63,14.21,12.28,5.14,0.37,-8.55,4.91,0.42,3.83,1.55,-6.5,0.73,4.01
-12.07,-16.74,-0.91,-3.57,2.82,-1.53,3.61,4.81,9.44,13.11,9.61,2.0,-0.79,-10.82,4.9,-5.37,2.42,-0.34,-9.62,1.02,4.22
-9.09,-14.77,-0.32,-2.15,2.03,-0.67,5.35,5.81,11.51,14.67,10.29,3.44,-1.33,-9.73,3.61,-4.13,4.37,1.01,-7.41,0.98,5.68
-12.36,-14.54,-3.03,-3.55,2.52,-1.78,7.16,7.5,13.96,17.14,7.68,2.32,-2.91,-10.11,5.1,-4.85,7.52,1.9,-9.75,-0.93,5.75
-11.59,-15.43,-3.41,-4.01,3.63,-2.52,8.75,6.29,13.93,16.04,10.46,1.32,-2.51,-10.07,4.89,-4.86,9.53,0.99,-10.12,-1.67,6.07
-13.07,-16.66,-2.33,-5.44,3.65,-3.41,8.08,5.6,12.24,14.95,8.24,2.26,-1.65,-9.89,0.15,-2.32,7.39,2.0,-11.8,-1.89,5.08
-11.99,-20.29,-0.91,-5.33,2.78,-2.94,6.09,7.11,10.89,13.88,7.75,5.8,-2.3,-9.68,-0.9,-0.42,5.49,2.01,-10.1,-1.04,6.0
-11.91,-21.91,-0.53,-6.34,1.4,-2.47,5.01,6.86,9.91,12.09,6.68,2.75,-2.47,-10.5,2.09,0.23,4.19,1.43,-11.11,-0.67,5.77
-13.05,-17.32,-0.68,-3.75,-0.08,-0.26,4.63,7.16,9.35,10.41,7.29,4.68,-6.21,-8.3,0.14,-0.99,4.45,1.82,-10.72,-0.52,5.01
-13.89,-16.39,-2.95,-3.22,-0.73,0.74,4.05,7.06,9.02,9.0,3.32,2.28,-8.86,-8.56,-1.82,1.29,2.88,0.9,-11.26,-0.22,5.23
-11.28,-14.83,-2.86,-0.81,-0.65,0.38,5.13,6.53,7.34,8.08,2.4,-1.58,-9.76,-7.13,-4.58,1.72,0.53,1.45,-8.18,0.28,5.88
-13.68,-18.57,-1.59,-1.78,0.02,-1.19,5.56,5.6,7.98,8.96,-1.8,-1.32,-10.33,-10.14,-7.35,-5.16,0.54,0.13,-10.73,0.66,6.87
-10.34,-19.18,-2.27,-3.48,0.26,-1.33,5.93,6.28,7.54,8.34,0.67,-2.46,-7.68,-10.5,-6.14,-3.5,-0.66,-0.99,-8.51,1.66,7.95
-11.57,-20.11,-2.21,-4.06,-0.18,0.22,5.98,6.91,8.43,9.73,0.18,-1.99,-7.17,-10.02,-3.56,-3.35,0.17,-0.81,-9.89,1.94,8.88
-13.54,-21.26,-3.38,-5.84,-1.07,0.53,3.46,6.29,5.26,6.97,-0.88,-3.92,-8.18,-10.29,-1.0,-4.64,0.17,-2.46,-12.01,0.59,5.99
-12.42,-21.55,-3.62,-5.84,-0.16,0.04,2.32,4.99,4.99,5.69,3.51,-0.11,-7.22,-11.5,-1.38,-4.03,1.07,-2.5,-11.92,1.28,3.9
-13.68,-23.96,-1.09,-8.12,0.65,-0.82,2.89,4.62,5.39,5.82,0.36,-3.37,-7.65,-13.31,-2.64,-3.07,2.4,-1.83,-11.58,1.94,4.41
-13.71,-23.38,0.53,-7.36,1.34,-1.25,3.72,1.99,4.45,2.97,3.45,-3.16,-6.45,-12.94,-1.79,-3.7,4.06,-3.87,-11.94,1.68,3.04
-12.8,-23.83,-1.22,-6.47,1.6,-1.36,5.02,2.09,5.95,4.55,2.76,-2.44,-8.0,-14.52,-2.92,-3.64,4.93,-2.97,-10.33,1.09,3.3
-12.92,-23.08,-2.01,-6.8,-0.06,-0.01,4.27,3.44,6.49,4.9,4.0,-1.92,-6.52,-14.35,-2.71,-0.3,3.91,-0.4,-11.42,-0.7,3.76
-9.68,-17.99,-1.08,-3.17,-0.05,0.36,3.68,2.78,5.38,4.81,7.8,2.09,-4.48,-12.05,-1.55,1.81,3.38,-1.3,-8.28,-0.12,3.11
-6.93,-15.83,0.72,-1.13,0.76,-0.87,4.06,0.32,6.17,4.74,7.33,0.43,-0.83,-10.01,3.02,-0.96,4.6,-2.01,-6.58,-0.44,2.64
-3.91,-14.21,3.22,-1.06,2.99,-3.49,4.94,-1.43,5.91,3.6,9.62,0.41,0.69,-10.67,4.96,-6.88,5.46,-4.17,-3.44,0.47,3.45
-7.09,-15.72,1.51,-0.86,3.93,-2.93,6.66,-1.73,5.85,4.68,8.82,2.3,-3.23,-8.83,1.49,-3.78,5.09,-4.37,-5.37,0.13,3.7
-7.09,-17.63,-0.5,-1.56,1.49,-2.98,4.25,0.81,5.13,4.72,7.37,1.77,-3.12,-10.65,0.44,-4.49,3.54,-2.36,-5.81,-2.61,3.64
-9.83,-17.08,-1.16,-1.99,1.06,-1.64,5.58,2.6,6.74,5.71,6.8,2.63,-2.98,-9.83,-0.44,-2.36,4.49,-2.22,-9.17,-3.66,4.06
-9.87,-19.44,-1.7,-4.13,0.92,-1.69,5.8,2.25,8.6,5.4,10.52,2.93,-2.53,-11.8,0.78,-1.24,7.23,-2.87,-8.61,-4.41,3.45
-7.52,-12.57,-1.35,-1.24,0.66,-0.78,6.13,2.94,9.53,5.65,12.02,2.84,-0.3,-6.62,4.53,-1.56,8.87,-4.35,-6.42,-3.5,4.99
-6.95,-14.6,-0.1,-3.8,1.8,-2.26,7.29,2.54,10.46,6.19,13.38,3.24,1.74,-8.34,9.35,-2.77,10.05,-5.67,-5.74,-3.13,5.39
-7.72,-15.03,-0.92,-4.33,1.75,-2.22,7.69,2.65,11.35,8.37,14.77,6.86,2.39,-6.76,7.42,-0.72,8.33,-3.53,-6.89,-3.0,5.04
-6.31,-16.91,-3.24,-3.8,0.7,-0.8,5.9,2.98,8.92,6.63,13.96,5.71,2.92,-6.74,6.07,0.39,7.16,-3.7,-5.81,-2.94,4.38
-6.42,-13.6,-1.18,-2.29,0.9,-0.6,4.45,1.48,6.56,6.55,15.86,11.37,7.13,-4.03,7.8,-1.4,4.85,-1.7,-5.63,-3.22,2.91
-3.21,-10.86,0.72,-0.88,2.22,-1.66,5.21,-0.01,6.81,4.9,18.35,11.46,5.82,-2.22,7.29,-0.88,4.32,-0.17,-3.05,-2.01,3.25
-4.77,-13.15,1.4,-1.13,1.52,-1.05,3.66,-1.4,4.96,2.52,15.85,8.6,4.03,-4.58,4.03,-1.19,2.73,-1.8,-4.72,-1.41,1.28
-5.48,-8.1,0.9,-0.06,2.02,-2.28,2.3,-2.85,3.12,-1.3,16.53,8.75,4.68,-2.67,5.93,-0.81,2.16,-4.13,-4.4,-1.44,-0.35
-8.81,-15.53,0.2,-2.51,3.35,-1.83,3.65,-3.16,2.35,-2.77,11.18,3.81,2.78,-8.03,6.01,-1.74,3.13,-5.78,-8.3,-1.4,-0.59
-6.73,-14.56,-1.0,-4.3,2.94,-2.56,2.17,-3.08,2.71,-4.59,10.56,2.97,5.69,-9.53,10.03,-2.91,4.74,-5.68,-6.92,-4.07,-2.22
-9.14,-15.81,-2.31,-4.27,2.94,-1.14,4.19,0.03,5.06,-0.77,11.44,7.52,5.29,-6.19,11.98,0.08,7.99,-2.3,-8.76,-5.55,-1.31
-8.62,-17.94,-1.62,-5.38,1.95,-1.28,5.67,4.23,9.58,6.49,13.47,8.06,4.66,-11.19,8.99,-1.23,8.96,2.08,-8.3,-4.85,3.17
-9.0,-20.29,-1.72,-5.62,0.89,0.05,7.77,7.01,12.43,10.03,15.68,7.19,5.73,-10.32,6.99,2.73,10.33,4.49,-9.51,-3.3,5.04
-6.9,-5.25,-5.04,1.4,-2.27,3.33,2.89,4.99,6.44,5.51,9.76,13.38,-0.83,9.0,0.74,11.3,3.95,2.69,-6.73,-4.41,2.26
-11.63,-8.84,-7.19,-0.78,-2.13,3.38,2.33,5.16,4.4,4.13,8.62,12.66,-4.78,5.4,-0.03,3.59,2.57,0.61,-10.25,-4.15,2.34
-6.2,-0.15,-5.68,-0.31,-1.77,2.36,2.28,2.67,3.84,1.64,6.71,6.91,-1.45,6.99,1.81,4.97,1.96,-2.62,-6.16,-4.04,1.18
-5.77,-6.19,-3.72,-2.64,1.44,0.23,5.01,2.91,7.23,2.78,4.74,6.98,-0.89,2.44,5.73,0.37,5.16,-2.38,-6.37,-4.11,2.15
-1.62,-7.35,-1.1,-3.75,1.93,-1.81,5.96,1.13,7.45,1.78,7.29,4.62,5.87,-2.22,6.13,-2.79,7.45,-5.66,-2.85,-3.64,3.04
-0.9,-7.46,0.01,-1.59,3.31,-1.98,6.04,0.07,5.69,-0.15,7.65,3.2,4.34,-2.86,5.26,-1.67,5.8,-7.08,-2.07,-0.94,2.78
0.69,-5.38,1.02,-1.36,3.49,-2.77,4.76,-0.96,4.01,0.19,7.84,4.93,4.12,0.61,5.33,-1.49,3.77,-5.44,-0.4,-0.59,1.87
-3.09,-6.44,-0.46,-1.56,2.99,-1.95,3.25,-0.4,1.49,-0.84,7.26,4.4,1.13,-0.51,2.49,-2.98,2.8,-6.58,-2.77,0.35,1.04
-3.75,-6.92,-0.19,-2.13,3.55,-1.78,3.02,0.25,1.35,-0.33,10.19,3.65,1.11,-1.68,2.51,0.1,2.41,-4.32,-2.98,-0.26,0.35
-2.75,-3.84,0.36,-0.73,3.27,-1.68,1.81,-2.17,-0.2,-1.7,10.23,2.66,3.04,1.81,3.77,2.0,1.51,-3.15,-2.81,-2.48,-1.0
-0.96,-5.18,0.57,-0.43,4.53,-3.93,2.27,-5.12,-0.77,-4.49,7.21,3.33,4.4,1.21,6.41,-1.72,1.01,-8.06,-1.24,-1.94,-3.04
-1.51,-4.3,1.36,1.12,4.04,-2.9,1.23,-8.33,-2.94,-7.21,4.37,2.84,0.68,1.74,3.37,-0.61,-0.88,-9.93,-1.2,-1.01,-4.77
0.94,-4.48,1.8,0.42,3.88,-3.45,1.43,-6.75,-0.55,-5.68,5.85,1.28,2.67,-1.37,1.73,-4.05,-0.75,-10.0,0.66,-1.71,-5.33
-2.0,-8.35,2.27,-1.57,3.34,-2.82,1.4,-5.99,-1.67,-4.93,3.93,-0.24,1.26,-4.42,0.77,-4.52,-0.94,-9.44,-1.35,-0.1,-4.48
-1.61,-8.87,0.28,-3.03,1.06,-1.57,-1.08,-3.98,-2.91,-3.56,3.12,-0.6,-0.5,-3.4,-1.93,-2.63,-2.71,-8.51,-1.5,-1.83,-5.02
-2.48,-7.97,-0.59,-2.31,0.65,-1.3,-3.02,-4.0,-5.68,-3.69,3.5,-0.5,0.12,-1.09,-2.72,0.13,-7.1,-7.66,-2.33,-2.6,-5.99
-1.95,-6.24,-0.72,-0.81,1.75,-1.22,-1.28,-1.98,-2.52,0.56,6.16,4.25,-1.02,-0.25,-1.33,-0.84,-5.01,-6.58,-1.24,-0.98,-2.23
-1.96,-0.66,0.1,1.02,2.08,-1.37,0.29,-0.06,1.43,5.56,5.83,3.19,0.17,1.05,2.88,2.08,-2.25,-4.47,-1.58,0.52,0.42
-2.39,-6.47,-0.47,1.45,1.33,-0.34,-0.55,-0.7,0.9,3.49,5.38,3.91,-0.57,0.36,2.77,0.52,-1.86,-4.44,-1.43,0.21,0.66
-0.98,-4.74,-0.6,0.31,0.32,-0.93,-1.73,-1.21,-0.32,1.86,9.91,9.69,0.74,1.41,2.26,0.1,-2.11,-3.7,-0.91,0.88,-0.93
1.25,-5.9,-0.44,2.62,-0.52,-0.81,-4.15,-3.72,-3.59,-2.54,8.96,6.66,2.63,-1.12,-0.61,-1.4,-3.64,-3.4,1.32,0.82,-4.94
-0.12,-6.4,0.4,0.46,0.52,-1.86,-6.02,-7.38,-7.53,-9.98,7.52,9.61,3.72,0.35,0.41,-2.26,-4.91,-8.69,-0.34,-0.52,-7.52
0.45,-4.18,0.09,1.37,2.5,-1.81,-4.13,-7.8,-5.51,-10.62,11.07,5.22,2.05,0.65,1.5,1.1,-3.2,-8.3,1.26,-1.57,-7.59
-1.22,-3.25,2.51,1.87,4.28,-3.94,-2.95,-9.73,-4.35,-11.09,9.16,4.28,4.76,2.46,4.65,-1.41,-1.9,-10.04,-0.92,-2.17,-7.06
-0.09,-5.34,2.79,0.58,3.66,-3.71,-2.73,-9.2,-3.34,-7.64,9.55,6.39,7.3,1.99,10.08,-0.06,-1.65,-7.88,-0.56,-3.74,-6.78
-1.68,-6.93,1.43,0.72,3.06,-3.54,-1.16,-8.46,-1.76,-5.58,9.87,7.54,4.75,0.23,5.6,1.72,-0.37,-6.71,-2.49,-3.3,-5.88
-3.75,-11.1,-1.39,-0.18,1.74,-3.0,-2.7,-8.2,-3.37,-7.89,10.83,5.89,4.38,-0.42,3.03,0.6,-1.05,-6.71,-3.87,-3.69,-6.9
-4.05,-10.22,-1.63,0.86,1.79,-1.29,-1.21,-3.89,-1.87,-4.33,11.55,8.64,2.77,0.44,2.2,0.49,0.61,-3.01,-3.7,-1.75,-4.5
-3.76,-10.31,-1.85,-0.77,1.52,-1.0,-1.97,-2.23,-0.61,-0.64,10.95,6.97,0.36,-1.02,0.89,-0.26,1.24,-1.75,-3.45,-1.5,-4.52
-2.84,-5.43,-0.38,-0.55,2.52,-2.34,-0.31,-0.81,2.05,2.06,11.58,8.29,3.04,2.32,1.47,-0.34,1.46,-0.3,-3.35,-1.42,-3.13
-2.38,-5.51,0.83,-0.65,1.86,-0.81,-0.99,-0.38,1.66,2.15,12.77,9.92,4.16,2.47,2.54,3.85,0.44,0.79,-2.32,-1.82,-3.51
-1.92,-3.42,0.78,0.68,0.31,-1.18,-3.2,-1.86,0.41,1.1,10.1,10.1,4.5,2.74,3.75,2.66,-2.14,-2.44,-2.79,-2.02,-3.24
-4.14,-7.73,-1.28,-0.32,-1.5,1.33,-2.48,-0.1,0.22,1.38,8.54,4.19,1.44,0.76,-0.26,3.45,-2.14,-3.97,-3.25,-1.47,-2.11
-3.21,-7.24,-2.11,1.37,-2.76,1.0,-3.62,0.55,-0.16,1.3,8.01,8.04,-0.88,2.6,-2.58,1.59,-5.13,-2.73,-2.91,-1.98,-3.03
-0.68,-3.61,-0.24,1.43,-1.9,1.74,-3.96,1.59,-0.6,3.55,8.01,9.82,-0.52,2.6,-4.81,3.97,-5.62,-0.39,-0.34,-0.7,-2.45
-2.54,-6.02,-0.85,0.65,-1.87,1.36,-2.88,3.17,3.28,8.79,8.81,9.82,-1.67,2.88,-4.08,5.86,-2.93,3.88,-2.57,-2.08,-1.53
0.52,-2.7,0.5,2.23,-0.75,0.96,-1.76,3.63,7.23,11.22,11.5,11.9,0.66,6.85,-1.17,5.54,0.68,7.48,1.06,-2.18,0.03
0.73,-4.51,0.84,1.69,-0.31,0.5,-2.31,2.69,6.92,10.24,10.35,14.69,2.27,6.04,0.41,5.91,1.83,7.25,0.3,-2.23,-2.55
2.27,-4.41,2.11,2.3,0.47,-1.37,-1.4,-0.05,5.64,7.96,10.3,10.06,3.57,5.16,-0.27,3.0,2.26,4.22,2.07,-2.42,-3.96
0.82,-6.71,2.96,1.51,2.34,-2.58,-1.01,-3.29,3.16,4.96,8.54,7.45,4.01,3.21,2.48,0.99,1.06,-0.0,0.08,-2.97,-4.82
-0.19,-6.14,3.38,0.2,4.37,-3.97,-0.27,-5.58,1.53,1.43,7.76,7.73,5.73,2.55,7.49,1.74,2.86,-3.01,-0.13,-3.96,-6.18
-0.46,-5.94,3.64,0.08,5.49,-4.06,0.22,-6.07,0.75,1.77,10.15,5.93,6.38,2.75,8.22,-0.34,3.72,-2.71,-0.6,-4.3,-6.83
1.68,-4.31,4.48,1.05,4.19,-3.27,-0.92,-4.56,-0.1,2.72,12.88,12.07,8.34,2.23,8.09,0.47,2.84,-1.3,1.81,-4.93,-6.96
0.65,-5.69,2.47,0.78,3.36,-2.46,-0.74,-2.52,1.07,1.86,10.61,6.35,5.68,0.8,4.92,5.43,1.92,-0.21,0.61,-3.98,-6.03
-0.7,-8.59,2.09,-1.28,3.03,-3.17,0.24,-1.51,1.73,2.73,8.11,3.81,3.05,-0.74,-1.27,3.03,0.38,0.74,-0.41,-3.01,-3.59
-0.91,-10.07,2.2,-1.62,3.48,-4.2,1.0,-1.24,2.81,3.19,5.95,1.44,4.82,-3.13,3.1,-1.21,1.14,-1.25,-1.16,-2.7,-1.33
1.14,-9.21,2.96,-1.25,3.99,-4.24,2.0,-1.26,3.06,3.31,5.07,0.07,7.76,-3.23,6.72,0.07,2.48,-1.24,1.03,-3.22,-1.34
-2.02,-9.2,0.63,-3.29,3.35,-3.2,1.74,0.0,3.25,6.09,2.87,2.58,3.63,-4.3,3.59,-1.23,2.29,-0.35,-2.27,-3.14,-0.25
-0.57,-10.04,-0.38,-2.92,2.04,-2.6,-0.27,-0.64,-0.57,2.27,3.78,2.37,3.58,-4.89,1.62,-0.01,-0.39,-1.86,-1.13,-2.05,-2.4
-2.83,-9.92,0.59,-2.99,2.85,-2.6,-2.02,-2.56,-3.71,-0.69,6.79,2.7,3.65,-6.05,1.53,1.23,-1.56,-2.4,-2.47,-0.76,-3.29
1.0,-5.2,2.28,-1.18,3.15,-2.14,-2.88,-3.82,-3.98,-3.51,6.18,4.2,4.89,-3.66,0.33,-1.53,-2.12,-4.4,1.0,-0.53,-4.49
2.23,-4.62,3.3,0.2,3.3,-3.0,-3.81,-7.75,-6.13,-7.76,7.38,3.13,6.54,-3.6,2.33,-1.37,-1.1,-6.71,2.71,-2.42,-8.2
3.09,-3.02,5.64,0.86,4.44,-4.83,-3.64,-12.1,-6.14,-11.87,3.64,0.86,8.5,-4.47,6.36,-3.28,-0.15,-11.77,4.34,-4.43,-10.5
2.52,-5.02,5.07,0.88,4.07,-5.1,-2.39,-11.2,-2.03,-8.41,6.39,0.83,9.73,-5.88,7.35,-1.2,2.77,-9.46,2.85,-4.97,-8.18
1.34,-7.2,5.11,-2.04,5.2,-6.13,2.68,-10.17,2.21,-4.76,8.07,-0.2,9.97,-5.82,7.94,-5.77,7.0,-7.72,2.03,-4.15,-5.32
0.5,-7.07,5.03,-1.86,7.14,-7.0,4.99,-7.84,4.88,-1.36,8.85,3.35,11.19,-3.77,8.12,-4.38,9.55,-4.44,1.41,-4.38,-2.67
1.72,-7.11,4.37,-1.92,6.65,-7.22,6.37,-6.27,6.77,1.3,6.59,0.51,10.57,-4.76,10.58,-5.11,10.43,-2.19,1.56,-4.5,-2.0
-0.13,-8.14,3.04,-2.23,5.85,-6.16,4.9,-4.25,5.85,1.41,6.11,-0.02,6.74,-5.38,5.66,-3.92,9.83,-1.43,0.41,-5.1,-1.42
0.95,-6.17,3.13,-1.54,5.45,-5.58,4.72,-3.3,4.87,-0.44,6.53,1.6,7.43,-5.69,8.93,-2.03,9.69,-2.29,0.98,-4.89,-1.59
0.46,-4.41,3.24,-0.56,4.26,-4.03,2.92,-2.49,3.47,-0.53,9.9,1.15,7.75,-3.18,8.67,-0.26,8.26,-2.2,0.36,-5.42,-2.44
-0.55,-5.26,2.28,-0.06,2.75,-2.44,3.86,-0.84,4.68,0.75,5.14,0.72,4.09,-3.97,7.47,-0.73,7.34,-1.81,-0.64,-3.85,-0.57
-1.95,-5.71,1.17,2.1,1.45,-0.07,2.39,-0.56,3.25,1.27,4.97,0.31,2.72,-1.12,3.72,0.92,4.65,0.08,-1.68,-2.31,-0.9
-3.18,-7.17,-2.23,2.78,-1.46,0.92,-0.99,-0.53,0.38,-0.53,1.93,-0.16,-1.15,-1.14,-1.56,3.57,0.54,1.22,-2.76,-1.38,-2.02
-1.13,-5.14,-2.41,5.17,-2.78,2.64,-2.93,0.04,-1.81,-0.96,0.22,-0.62,-2.73,0.38,-5.6,3.39,-1.88,1.47,-0.21,-0.26,-2.62
0.82,-3.82,-3.39,5.77,-3.66,3.02,-4.45,-0.18,-3.71,-2.35,0.63,3.45,-2.87,0.45,-6.89,4.58,-4.72,1.6,1.6,0.21,-2.89
-0.4,-2.68,-5.67,5.08,-4.0,4.44,-4.18,2.54,-3.18,-0.72,3.38,3.8,-4.65,4.28,-6.94,7.07,-4.92,4.54,-0.01,0.57,-1.43
-1.56,-5.53,-4.44,5.09,-4.52,3.68,-5.09,0.22,-2.38,-0.29,-2.66,1.4,-4.04,1.66,-3.57,5.87,-4.63,2.71,-0.79,-0.17,-2.85
-1.31,-5.8,-4.62,3.75,-4.09,3.18,-5.76,-1.12,-1.59,-0.3,-4.39,0.0,-3.56,-0.44,-4.65,5.25,-4.15,0.27,-1.28,0.48,-3.87
-2.64,-8.54,-5.91,3.21,-3.72,2.96,-5.5,-1.31,-2.5,0.17,-4.75,-3.27,-6.2,-1.06,-8.28,4.12,-4.89,0.85,-2.37,0.4,-3.28
-1.49,-8.27,-4.86,3.21,-1.79,1.63,-5.28,-2.32,-2.83,-0.82,-7.74,-1.5,-2.68,-1.53,-7.3,-0.5,-3.43,-1.3,-2.41,-0.47,-4.49
1.41,-1.36,-5.36,4.48,-1.51,0.9,-4.13,-3.21,-1.18,-0.93,-5.28,0.05,-4.05,4.93,-6.96,1.53,-2.54,-1.64,1.24,-0.68,-3.49
6.7,8.35,-2.87,5.86,0.52,0.21,-1.24,-1.49,2.33,2.31,-4.06,0.24,0.06,6.66,-4.97,2.19,-0.16,1.71,5.74,-0.76,-2.11
10.09,11.87,-0.7,6.49,-0.46,-0.27,0.21,-0.96,4.5,4.73,0.59,-2.04,1.54,5.68,-2.43,2.01,1.27,2.4,8.74,0.4,0.01
16.13,20.03,1.58,8.02,-0.31,-1.08,0.98,-0.9,5.45,5.77,-2.23,-3.91,8.21,7.88,-0.57,1.93,1.06,-0.27,12.91,-1.31,-0.59
21.38,27.14,2.1,8.3,0.15,-1.79,1.19,-2.56,2.69,3.13,-7.11,-13.46,7.72,1.04,-1.82,-2.05,-0.49,-3.62,16.0,-0.08,-0.11
27.21,35.14,3.84,11.26,0.5,-1.01,-1.46,-4.28,-2.22,-1.32,-10.83,-15.08,12.62,11.99,0.67,-3.52,-2.47,-5.55,20.9,-1.93,-2.32
29.79,51.06,2.3,16.61,-2.15,1.79,-5.18,-3.25,-3.78,-1.2,-11.57,-7.75,9.56,25.6,0.09,3.2,-4.43,-2.8,23.02,-3.74,-3.86
46.78,69.58,9.46,21.89,-1.73,2.21,-6.6,-3.67,-5.01,-0.98,-9.43,-12.56,19.98,29.0,-0.27,3.26,-6.45,-3.83,36.78,-3.7,-5.34
